tp_item,covergroup,coverpoint,bin,adopted
TP-BIT-014,CG-BIT-004,cp_op,gorci,0
TP-BIT-014,CG-BIT-004,cr_op_operand,auto,0
TP-BIT-015,CG-BIT-004,cp_grev_ctrl,c24,0
TP-BIT-015,CG-BIT-004,cp_op,grevi,0
TP-BIT-015,CG-BIT-004,cp_operand,bytes_01020304,0
TP-BIT-016,CG-BIT-004,cp_grev_ctrl,c0,0
TP-BIT-016,CG-BIT-004,cp_grev_ctrl,c31,0
TP-BIT-016,CG-BIT-004,cp_op,gorc,0
TP-BIT-016,CG-BIT-004,cp_op,grev,0
TP-BIT-016,CG-BIT-004,cp_operand,single_bit,0
TP-BIT-016,CG-BIT-004,cr_grev_ctrl,auto,0
TP-BIT-016,CG-BIT-004,cr_reg_upper,auto,0
TP-BIT-017,CG-BIT-006,cp_op,bclr,0
TP-BIT-017,CG-BIT-006,cp_op,bext,0
TP-BIT-017,CG-BIT-006,cp_op,binv,0
TP-BIT-017,CG-BIT-006,cp_op,bset,0
TP-BIT-017,CG-BIT-006,cr_op_index_prior,auto,0
TP-BIT-018,CG-BIT-006,cp_op,bclri,0
TP-BIT-018,CG-BIT-006,cp_op,bexti,0
TP-BIT-018,CG-BIT-006,cp_op,binvi,0
TP-BIT-018,CG-BIT-006,cp_op,bseti,0
TP-BIT-018,CG-BIT-006,cr_op_index_prior,auto,0
TP-BIT-018,CG-BIT-006,cr_op_operand,auto,0
TP-BIT-019,CG-BIT-006,cp_binv_twice,yes,0
TP-BIT-019,CG-BIT-006,cp_index,i0,0
TP-BIT-019,CG-BIT-006,cp_index,i31,0
TP-BIT-019,CG-BIT-006,cp_rs2_upper,all_ones,0
TP-BIT-019,CG-BIT-006,cr_reg_upper,auto,0
TP-BIT-019,CG-BIT-011,cp_illegal_class,bclri_bit25,0
TP-BIT-019,CG-BIT-011,cp_illegal_class,bexti_bit25,0
TP-BIT-019,CG-BIT-011,cp_illegal_class,binvi_bit25,0
TP-BIT-019,CG-BIT-011,cp_illegal_class,bseti_bit25,0
TP-BIT-020,CG-BIT-007,cp_op,clmul,0
TP-BIT-020,CG-BIT-007,cp_op,clmulh,0
TP-BIT-020,CG-BIT-007,cp_op,clmulr,0
TP-BIT-020,CG-BIT-007,cr_clmul_rs2,auto,0
TP-BIT-020,CG-BIT-007,cr_op_rs1,auto,0
TP-BIT-021,CG-BIT-007,cp_rs1_class,all_ones,0
TP-BIT-021,CG-BIT-007,cp_rs2_class,all_ones,0
TP-BIT-021,CG-BIT-007,cp_rs2_class,one,0
TP-BIT-021,CG-BIT-007,cp_rs2_class,zero,0
TP-BIT-021,CG-BIT-007,cr_clmul_bitsum,auto,0
TP-BIT-022,CG-BIT-003,cp_op,slo,0
TP-BIT-022,CG-BIT-003,cp_op,sloi,0
TP-BIT-022,CG-BIT-003,cp_op,sro,0
TP-BIT-022,CG-BIT-003,cp_op,sroi,0
TP-BIT-022,CG-BIT-003,cr_op_amount,auto,0
TP-BIT-022,CG-BIT-003,cr_op_operand,auto,0
TP-BIT-023,CG-BIT-003,cp_amount,a0,0
TP-BIT-023,CG-BIT-003,cp_amount,a31,0
TP-BIT-023,CG-BIT-003,cp_operand,zero,0
TP-BIT-023,CG-BIT-003,cr_reg_upper,auto,0
TP-BIT-024,CG-BIT-004,cp_op,shfl,0
TP-BIT-024,CG-BIT-004,cp_op,shfli,0
TP-BIT-024,CG-BIT-004,cp_op,unshfl,0
TP-BIT-024,CG-BIT-004,cp_op,unshfli,0
TP-BIT-024,CG-BIT-004,cp_shfl_ctrl,c15,0
TP-BIT-024,CG-BIT-004,cr_shfl_ctrl,auto,0
TP-BIT-024,CG-BIT-011,cp_illegal_class,shfli_bit26,0
TP-BIT-025,CG-BIT-005,cp_op,xperm_b,0
TP-BIT-025,CG-BIT-005,cp_op,xperm_h,0
TP-BIT-025,CG-BIT-005,cp_op,xperm_n,0
TP-BIT-025,CG-BIT-005,cr_op_pattern,auto,0
TP-BIT-025,CG-BIT-005,cr_op_rs1,auto,0
TP-BIT-026,CG-BIT-005,cp_index_pattern,all_oob,0
TP-BIT-026,CG-BIT-005,cp_index_pattern,mixed_oob,0
TP-BIT-026,CG-BIT-005,cp_rs1_class,all_ones,0
TP-BIT-026,CG-BIT-005,cr_op_oob,auto,0
TP-BIT-027,CG-BIT-008,cp_op,cmix,0
TP-BIT-027,CG-BIT-008,cp_op,cmov,0
TP-BIT-027,CG-BIT-008,cr_cmix,auto,0
TP-BIT-027,CG-BIT-008,cr_cmov,auto,0
TP-BIT-027,CG-BIT-008,cr_op_delta,auto,0
TP-BIT-027,CG-BIT-008,cr_op_rs3,auto,0
TP-BIT-027,CG-BIT-010,cr_class_delta_clean,ternary_d2,0
TP-BIT-028,CG-BIT-008,cp_op,fsl,0
TP-BIT-028,CG-BIT-008,cp_op,fsr,0
TP-BIT-028,CG-BIT-008,cp_op,fsri,0
TP-BIT-028,CG-BIT-008,cr_funnel_amt,auto,0
TP-BIT-028,CG-BIT-008,cr_op_rs13,auto,0
TP-BIT-028,CG-BIT-008,cr_op_rs3,auto,0
TP-BIT-029,CG-BIT-008,cp_funnel_amt,a0,0
TP-BIT-029,CG-BIT-008,cp_funnel_amt,a31,0
TP-BIT-029,CG-BIT-008,cp_funnel_amt,a32,0
TP-BIT-029,CG-BIT-008,cp_funnel_amt,a33,0
TP-BIT-029,CG-BIT-008,cp_funnel_amt,a63,0
TP-BIT-029,CG-BIT-008,cr_funnel_upper,fsl_nonzero,0
TP-BIT-029,CG-BIT-008,cr_funnel_upper,fsr_nonzero,0
TP-BIT-030,CG-BIT-009,cp_ctrl_upper,nonzero,0
TP-BIT-030,CG-BIT-009,cp_ctrl_upper,zero,0
TP-BIT-030,CG-BIT-009,cp_delta,d1,0
TP-BIT-030,CG-BIT-009,cr_data_rs1,auto,0
TP-BIT-030,CG-BIT-009,cr_len_off,auto,0
TP-BIT-030,CG-BIT-011,cp_legal_insn,bfp,0
TP-BIT-031,CG-BIT-009,cp_data_class,above_len_set,0
TP-BIT-031,CG-BIT-009,cp_len,l0,0
TP-BIT-031,CG-BIT-009,cp_off,o16,0
TP-BIT-031,CG-BIT-009,cp_off,o31,0
TP-BIT-031,CG-BIT-009,cp_overflow,yes,0
TP-BIT-031,CG-BIT-009,cr_overflow_len,auto,0
TP-BIT-032,CG-BIT-007,cp_op,crc32_b,0
TP-BIT-032,CG-BIT-007,cp_op,crc32_h,0
TP-BIT-032,CG-BIT-007,cp_op,crc32_w,0
TP-BIT-032,CG-BIT-007,cp_op,crc32c_b,0
TP-BIT-032,CG-BIT-007,cp_op,crc32c_h,0
TP-BIT-032,CG-BIT-007,cp_op,crc32c_w,0
TP-BIT-032,CG-BIT-007,cr_crc_delta,auto,0
TP-BIT-032,CG-BIT-007,cr_op_rs1,auto,0
TP-BIT-032,CG-BIT-010,cr_class_delta_clean,crc_d2,0
TP-BIT-033,CG-BIT-007,cp_rs1_class,all_ones,0
TP-BIT-033,CG-BIT-007,cp_rs1_class,high_only,0
TP-BIT-033,CG-BIT-007,cp_rs1_class,low_only,0
TP-BIT-033,CG-BIT-007,cp_rs1_class,single_bit,0
TP-BIT-033,CG-BIT-007,cp_rs1_class,zero,0
TP-BIT-034,CG-BIT-011,cp_illegal_class,bcompress,0
TP-BIT-034,CG-BIT-011,cp_illegal_class,bdecompress,0
TP-BIT-034,CG-BIT-011,cp_mtval_ok,yes,0
TP-BIT-034,CG-BIT-011,cr_illegal_trap,auto,0
TP-BIT-035,CG-BIT-011,cp_illegal_class,op32_any,0
TP-BIT-035,CG-BIT-011,cp_illegal_class,opimm32_any,0
TP-BIT-035,CG-BIT-011,cr_illegal_priv,auto,0
TP-BIT-036,CG-BIT-003,cp_delta,d3plus,0
TP-BIT-036,CG-BIT-007,cp_delta,d3plus,0
TP-BIT-036,CG-BIT-008,cp_delta,d3plus,0
TP-BIT-036,CG-BIT-010,cp_event_mid,debug_req,0
TP-BIT-036,CG-BIT-010,cp_event_mid,irq,0
TP-BIT-036,CG-BIT-010,cp_event_mid,nmi,0
TP-BIT-036,CG-BIT-010,cp_wb_busy,yes,0
TP-BIT-036,CG-BIT-010,cr_class_event,auto,0
TP-BIT-036,CG-BIT-010,cr_class_rd_x0,auto,0
TP-BIT-036,CG-BIT-010,cr_class_wb,auto,0
TP-BIT-037,CG-BIT-003,cp_sloi_bits,b01,0
TP-BIT-037,CG-BIT-003,cp_sloi_bits,b10,0
TP-BIT-037,CG-BIT-003,cp_sloi_bits,b11,0
TP-BIT-037,CG-BIT-003,cp_sroi_bit25,b1,0
TP-BIT-037,CG-BIT-003,cr_sloi_lenient,auto,0
TP-BIT-037,CG-BIT-003,cr_sroi_lenient,auto,0
TP-BIT-037,CG-BIT-004,cr_lenient,gorci_b1,0
TP-BIT-037,CG-BIT-004,cr_lenient,grevi_b1,0
TP-BIT-037,CG-BIT-004,cr_lenient,shfli_b1,0
TP-BIT-037,CG-BIT-004,cr_lenient,unshfli_b1,0
TP-BIT-038,CG-BIT-001,cr_op_rd_x0,auto,0
TP-BIT-038,CG-BIT-002,cr_op_rd_x0,auto,0
TP-BIT-038,CG-BIT-003,cr_op_rd_x0,auto,0
TP-BIT-038,CG-BIT-004,cr_op_rd_x0,auto,0
TP-BIT-038,CG-BIT-005,cr_op_rd_x0,auto,0
TP-BIT-038,CG-BIT-006,cr_op_rd_x0,auto,0
TP-BIT-038,CG-BIT-007,cr_op_rd_x0,auto,0
TP-BIT-038,CG-BIT-008,cr_op_rd_x0,auto,0
TP-BIT-038,CG-BIT-009,cp_rd_x0,yes,0
TP-BIT-038,CG-ISA-005,cp_writer_class,bit_1cyc,0
TP-BIT-038,CG-ISA-005,cp_writer_class,bit_2cyc,0
TP-BIT-039,CG-BIT-008,cr_op_rs3,auto,0
TP-BIT-039,CG-BIT-010,cp_prev_dep,alu_rs3,0
TP-BIT-039,CG-BIT-010,cp_prev_dep,load_rs3,0
TP-BIT-039,CG-BIT-010,cr_class_next,auto,0
TP-BIT-039,CG-BIT-010,cr_class_prev,auto,0
TP-BIT-040,CG-BIT-011,cp_misa,b_clear,0
TP-BIT-040,CG-BIT-011,cp_misa,c_set,0
TP-BIT-040,CG-BIT-011,cp_misa,m_set,0
TP-BIT-040,CG-BIT-011,cp_misa,x_set,0
TP-BIT-041,CG-BIT-001,cr_op_rs1,auto,0
TP-BIT-041,CG-BIT-002,cr_op_operand,auto,0
TP-BIT-041,CG-BIT-003,cr_op_amount,auto,0
TP-BIT-041,CG-BIT-004,cr_grev_ctrl,auto,0
TP-BIT-041,CG-BIT-004,cr_shfl_ctrl,auto,0
TP-BIT-041,CG-BIT-005,cr_op_pattern,auto,0
TP-BIT-041,CG-BIT-006,cr_op_index_prior,auto,0
TP-BIT-041,CG-BIT-007,cr_op_rs1,auto,0
TP-BIT-041,CG-BIT-008,cr_funnel_amt,auto,0
TP-BIT-041,CG-BIT-009,cr_len_off,auto,0
TP-BIT-041,CG-BIT-011,cr_legal_notrap,auto,0
TP-BIT-042,CG-BIT-010,cr_class_event,auto,0
TP-BIT-042,CG-BIT-010,cr_class_next,auto,0
TP-BIT-042,CG-BIT-010,cr_class_prev,auto,0
TP-BIT-042,CG-BIT-010,cr_class_wb,auto,0
TP-BIT-043,CG-BIT-010,cp_hold_cycles,h1,0
TP-BIT-043,CG-BIT-010,cp_hold_cycles,h2_4,0
TP-BIT-043,CG-BIT-010,cp_hold_cycles,h5plus,0
TP-BIT-043,CG-BIT-010,cp_wb_busy,yes,0
TP-BIT-043,CG-BIT-010,cp_wb_kind,load,0
TP-BIT-043,CG-BIT-010,cp_wb_kind,store,0
TP-BIT-043,CG-BIT-010,cr_class_hold,auto,0
TP-BIT-043,CG-BIT-010,cr_class_wb,auto,0
TP-BTALU-001,CG-BTALU-001,cr_taken_dir_align,auto,0
TP-BTALU-001,CG-BTALU-001,cr_taken_distance,auto,0
TP-BTALU-001,CG-BTALU-001,cr_taken_dit_delta,nt_dit0_d1,0
TP-BTALU-001,CG-BTALU-001,cr_taken_dit_delta,t_dit0_d2,0
TP-BTALU-001,CG-ISA-007,cr_taken_dit_delta,t_dit0_d2,0
TP-BTALU-002,CG-BTALU-002,cp_link_ok,yes,0
TP-BTALU-002,CG-BTALU-002,cp_type,jal,0
TP-BTALU-002,CG-BTALU-002,cr_type_align,auto,0
TP-BTALU-002,CG-BTALU-002,cr_type_delta,auto,0
TP-BTALU-003,CG-BTALU-002,cp_type,c_jalr,0
TP-BTALU-003,CG-BTALU-002,cp_type,c_jr,0
TP-BTALU-003,CG-BTALU-002,cp_type,jalr,0
TP-BTALU-003,CG-BTALU-002,cr_type_align,auto,0
TP-BTALU-003,CG-BTALU-003,cr_cti_src,auto,0
TP-BTALU-004,CG-BTALU-002,cp_link_ok,yes,0
TP-BTALU-004,CG-BTALU-002,cp_type,c_jal,0
TP-BTALU-004,CG-BTALU-002,cp_type,c_jalr,0
TP-BTALU-004,CG-ISA-006,cr_link,c_jalr_pc2,0
TP-BTALU-004,CG-ISA-006,cr_link,jalr_pc4,0
TP-BTALU-005,CG-BTALU-001,cp_redirect,no,0
TP-BTALU-005,CG-BTALU-001,cr_taken_dit_redirect,nt_dit0_noredir,0
TP-BTALU-005,CG-BTALU-001,cr_taken_dit_redirect,t_dit0_redir,0
TP-BTALU-006,CG-BTALU-001,cp_dit,on,0
TP-BTALU-006,CG-BTALU-001,cr_taken_dit_delta,nt_dit1_d2,0
TP-BTALU-006,CG-BTALU-001,cr_taken_dit_delta,t_dit1_d2,0
TP-BTALU-006,CG-BTALU-001,cr_taken_dit_redirect,nt_dit1_redir,0
TP-BTALU-006,CG-BTALU-001,cr_taken_dit_redirect,t_dit1_redir,0
TP-BTALU-006,CG-ISA-007,cr_taken_dit_delta,nt_dit1_d2,0
TP-BTALU-006,CG-ISA-007,cr_taken_dit_delta,t_dit1_d2,0
TP-BTALU-007,CG-BTALU-001,cp_target_align,half,0
TP-BTALU-007,CG-BTALU-002,cp_target_align,half,0
TP-BTALU-007,CG-BTALU-002,cr_odd_bit0,jalr_odd_b0,0
TP-BTALU-007,CG-BTALU-002,cr_odd_bit0,jalr_odd_b1,0
TP-BTALU-007,CG-BTALU-002,cr_type_align,auto,0
TP-BTALU-008,CG-BTALU-002,cp_pc_wdata_bit0,b1,0
TP-BTALU-008,CG-BTALU-002,cr_odd_bit0,c_jalr_odd_b1,0
TP-BTALU-008,CG-BTALU-002,cr_odd_bit0,c_jr_odd_b1,0
TP-BTALU-008,CG-BTALU-002,cr_odd_bit0,jalr_odd_b1,0
TP-BTALU-009,CG-BTALU-001,cp_wrap,yes,0
TP-BTALU-009,CG-BTALU-001,cr_wrap,auto,0
TP-BTALU-009,CG-BTALU-002,cp_wrap,yes,0
TP-BTALU-009,CG-BTALU-002,cr_type_wrap,auto,0
TP-BTALU-010,CG-BTALU-003,cp_mtval_target_ok,yes,0
TP-BTALU-010,CG-BTALU-003,cp_target_fault,bus_err,0
TP-BTALU-010,CG-BTALU-003,cp_target_fault,pmp_exec,0
TP-BTALU-010,CG-BTALU-003,cr_cti_fault,auto,0
TP-BTALU-011,CG-BTALU-003,cp_redirect_count,one,0
TP-BTALU-011,CG-BTALU-003,cp_redirect_count,zero,0
TP-BTALU-011,CG-BTALU-003,cp_wb_error,yes,0
TP-BTALU-011,CG-BTALU-003,cr_cti_redirects,auto,0
TP-BTALU-011,CG-BTALU-003,cr_cti_wb,auto,0
TP-BTALU-012,CG-BTALU-002,cp_type,fence_i,0
TP-BTALU-012,CG-BTALU-002,cr_type_align,auto,0
TP-BTALU-012,CG-BTALU-002,cr_type_delta,auto,0
TP-BTALU-012,CG-ISA-008,cp_pc_align,half,0
TP-BTALU-012,CG-ISA-008,cp_pc_align,word,0
TP-BTALU-013,CG-BTALU-003,cp_operand_src,fwd_alu,0
TP-BTALU-013,CG-BTALU-003,cp_operand_src,load_stall,0
TP-BTALU-013,CG-BTALU-003,cr_cti_src,auto,0
TP-BTALU-013,CG-BTALU-003,cr_src_delay,auto,0
TP-BTALU-014,CG-BTALU-002,cp_seq,br_br,0
TP-BTALU-014,CG-BTALU-002,cp_seq,br_to_jump,0
TP-BTALU-014,CG-BTALU-002,cp_seq,jal_to_jalr,0
TP-BTALU-014,CG-BTALU-002,cp_seq,jalr_to_branch,0
TP-BTALU-014,CG-BTALU-002,cp_seq,jump_self,0
TP-BTALU-014,CG-BTALU-002,cp_seq,jump_to_odd_half,0
TP-BTALU-014,CG-BTALU-002,cr_type_seq,auto,0
TP-BTALU-015,CG-BTALU-001,cp_branch_inc,inc1,0
TP-BTALU-015,CG-BTALU-001,cr_perf,nt_dit0_inc0,0
TP-BTALU-015,CG-BTALU-001,cr_perf,t_dit0_inc1,0
TP-BTALU-015,CG-BTALU-001,cr_perf_branch,auto,0
TP-BTALU-016,CG-BTALU-001,cr_perf,nt_dit1_inc0,0
TP-BTALU-016,CG-BTALU-001,cr_perf,nt_dit1_inc1,0
TP-BTALU-016,CG-BTALU-001,cr_perf,t_dit1_inc1,0
TP-BTALU-017,CG-BTALU-001,cr_taken_dir_align,auto,0
TP-BTALU-017,CG-BTALU-001,cr_taken_distance,auto,0
TP-BTALU-017,CG-BTALU-002,cr_type_align,auto,0
TP-BTALU-017,CG-BTALU-002,cr_type_seq,auto,0
TP-BTALU-017,CG-BTALU-003,cr_cti_src,auto,0
TP-BTALU-017,CG-BTALU-003,cr_cti_wb,auto,0
TP-CHERI-001,CG-CHERI-001,cp_funct3,f0,0
TP-CHERI-001,CG-CHERI-001,cp_funct3,f1,0
TP-CHERI-001,CG-CHERI-001,cp_funct3,f2,0
TP-CHERI-001,CG-CHERI-001,cp_funct3,f3,0
TP-CHERI-001,CG-CHERI-001,cp_funct3,f4,0
TP-CHERI-001,CG-CHERI-001,cp_funct3,f5,0
TP-CHERI-001,CG-CHERI-001,cp_funct3,f6,0
TP-CHERI-001,CG-CHERI-001,cp_funct3,f7,0
TP-CHERI-001,CG-CHERI-001,cp_funct7_class,f7_00,0
TP-CHERI-001,CG-CHERI-001,cp_funct7_class,f7_01,0
TP-CHERI-001,CG-CHERI-001,cp_funct7_class,f7_7f,0
TP-CHERI-001,CG-CHERI-001,cp_funct7_class,f7_other,0
TP-CHERI-001,CG-CHERI-001,cp_kind,op_auicgp,0
TP-CHERI-001,CG-CHERI-001,cp_kind,op_cheri,0
TP-CHERI-001,CG-CHERI-001,cp_mode,m,0
TP-CHERI-001,CG-CHERI-001,cp_mode,u,0
TP-CHERI-001,CG-CHERI-001,cp_trap,yes,0
TP-CHERI-001,CG-CHERI-001,cr_kind_mode_trap,op_auicgp_m_yes,0
TP-CHERI-001,CG-CHERI-001,cr_kind_mode_trap,op_auicgp_u_yes,0
TP-CHERI-001,CG-CHERI-001,cr_kind_mode_trap,op_cheri_m_yes,0
TP-CHERI-001,CG-CHERI-001,cr_kind_mode_trap,op_cheri_u_yes,0
TP-CHERI-001,CG-CHERI-001,cr_op_funct3,op_auicgp_f0,0
TP-CHERI-001,CG-CHERI-001,cr_op_funct3,op_auicgp_f1,0
